,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
821,No,Travel_Rarely,174,Sales,1,1138,56,2,4,Sales Executive,2,13120,11879,No,17,3,80,1,3,9,8,2,3
822,No,Travel_Frequently,1003,Research & Development,1,1140,95,3,2,Manufacturing Director,3,4033,15834,No,11,3,80,0,3,3,2,0,2
823,No,Travel_Frequently,490,Research & Development,1,1143,61,3,1,Research Scientist,2,3291,17940,No,14,3,80,2,2,7,5,1,1
824,No,Travel_Rarely,188,Research & Development,1,1148,56,1,2,Laboratory Technician,4,4272,9558,No,19,3,80,0,3,1,0,0,0
825,No,Travel_Rarely,718,Research & Development,1,1150,79,2,2,Manufacturing Director,4,5056,17689,Yes,15,3,80,1,2,10,7,1,2
826,No,Travel_Rarely,433,Human Resources,1,1152,37,4,1,Human Resources,3,2844,6004,No,13,3,80,1,2,7,6,5,0
827,No,Travel_Frequently,773,Research & Development,1,1154,39,2,1,Research Scientist,3,2703,22088,Yes,14,3,80,1,2,3,1,0,2
828,Yes,Non-Travel,247,Research & Development,1,1156,80,3,1,Laboratory Technician,3,1904,13556,No,12,3,80,0,0,0,0,0,0
829,Yes,Travel_Rarely,603,Sales,1,1157,77,3,2,Sales Executive,1,8224,18385,Yes,17,3,80,0,3,5,2,0,3
830,No,Travel_Rarely,167,Research & Development,1,1158,46,3,1,Laboratory Technician,4,4766,9051,Yes,11,3,80,1,4,1,0,0,0
831,Yes,Travel_Frequently,874,Research & Development,1,1160,72,3,1,Laboratory Technician,3,2610,6233,No,12,3,80,1,5,2,2,2,2
832,No,Travel_Rarely,367,Research & Development,1,1161,52,2,2,Healthcare Representative,4,5731,17171,No,13,3,80,2,2,6,2,1,3
833,No,Travel_Rarely,199,Research & Development,1,1162,55,2,1,Research Scientist,3,2539,7950,No,13,3,80,1,0,4,2,2,2
834,No,Travel_Rarely,1400,Sales,1,1163,70,3,2,Sales Executive,3,5714,5829,No,20,4,80,0,3,6,5,1,3
835,No,Travel_Rarely,528,Human Resources,1,1164,100,3,1,Human Resources,3,4323,7108,No,17,3,80,0,2,5,4,1,4
836,Yes,Travel_Rarely,408,Sales,1,1165,45,2,3,Sales Executive,1,7336,11162,No,13,3,80,1,3,11,8,3,10
837,No,Travel_Frequently,593,Research & Development,1,1166,88,3,3,Research Director,3,13499,13782,No,17,3,80,0,3,18,7,2,13
838,Yes,Travel_Frequently,481,Sales,1,1167,44,3,4,Sales Executive,1,13758,2447,Yes,12,3,80,0,2,21,9,13,14
839,No,Travel_Rarely,647,Sales,1,1171,45,3,2,Sales Executive,1,5155,2253,No,13,3,80,0,3,6,4,1,5
840,No,Travel_Rarely,982,Research & Development,1,1172,58,2,1,Laboratory Technician,3,2258,16340,No,12,3,80,1,2,8,0,1,7
841,No,Travel_Rarely,477,Research & Development,1,1173,49,3,1,Laboratory Technician,2,3597,6409,No,22,4,80,0,2,4,3,1,2
842,Yes,Travel_Rarely,1485,Research & Development,1,1175,79,3,1,Laboratory Technician,4,2515,22955,Yes,11,3,80,0,4,1,1,0,0
843,No,Travel_Rarely,1384,Research & Development,1,1177,82,4,1,Laboratory Technician,4,4420,13421,No,22,4,80,1,2,8,7,0,7
844,No,Travel_Rarely,852,Sales,1,1179,72,2,2,Sales Executive,3,6578,2706,No,18,3,80,1,3,10,3,1,4
845,No,Travel_Frequently,902,Research & Development,1,1180,92,2,2,Research Scientist,4,4422,21203,Yes,13,3,80,1,3,1,1,0,0
846,No,Travel_Rarely,819,Research & Development,1,1182,44,2,3,Manufacturing Director,2,10274,19588,No,18,3,80,1,2,7,7,6,4
847,No,Travel_Frequently,669,Research & Development,1,1184,97,2,2,Healthcare Representative,1,5343,25755,No,20,4,80,0,3,13,9,4,9
848,No,Travel_Frequently,636,Research & Development,1,1185,47,2,1,Laboratory Technician,4,2376,26537,No,13,3,80,1,2,2,2,2,2
849,Yes,Travel_Rarely,1372,Sales,1,1188,85,1,2,Sales Executive,3,5346,9489,No,13,3,80,0,2,4,3,1,3
850,No,Non-Travel,862,Sales,1,1190,76,3,1,Sales Representative,1,2827,14947,No,12,3,80,3,3,1,0,0,0
851,No,Travel_Rarely,718,Research & Development,1,1191,92,3,5,Manager,1,19943,18575,No,13,3,80,1,2,5,2,4,2
852,No,Travel_Rarely,1401,Research & Development,1,1192,54,3,1,Laboratory Technician,4,3131,26342,No,13,3,80,1,5,10,8,0,8
853,No,Travel_Rarely,645,Research & Development,1,1193,54,3,1,Research Scientist,1,2552,7172,No,25,4,80,0,4,1,1,0,0
854,No,Travel_Rarely,1457,Research & Development,1,1195,83,3,1,Research Scientist,3,4477,20100,Yes,19,3,80,1,2,3,2,0,2
855,No,Travel_Rarely,977,Research & Development,1,1196,56,2,2,Manufacturing Director,4,6474,9961,No,13,3,80,1,2,14,8,3,11
856,No,Travel_Rarely,805,Research & Development,1,1198,87,2,1,Laboratory Technician,3,3033,12828,No,12,3,80,0,2,2,2,1,2
857,Yes,Travel_Rarely,1097,Research & Development,1,1200,96,3,1,Research Scientist,3,2936,10826,Yes,11,3,80,0,4,6,4,0,2
858,No,Travel_Rarely,1223,Research & Development,1,1201,50,3,5,Manager,3,18606,18640,No,18,3,80,1,6,7,7,4,7
859,No,Travel_Rarely,942,Research & Development,1,1202,69,1,1,Research Scientist,4,2168,26933,Yes,18,3,80,1,2,5,4,1,3
860,Yes,Travel_Frequently,1256,Research & Development,1,1203,48,2,1,Research Scientist,4,2853,4223,Yes,11,3,80,1,5,0,0,0,0
861,No,Travel_Rarely,1402,Sales,1,1204,69,3,4,Manager,1,17048,24097,No,23,4,80,0,2,26,15,15,9
862,No,Non-Travel,111,Research & Development,1,1206,74,1,1,Research Scientist,3,2290,4279,No,13,3,80,0,3,0,0,0,0
863,No,Travel_Rarely,147,Human Resources,1,1207,99,3,1,Human Resources,3,3600,8429,No,13,3,80,1,2,5,4,1,4
864,Yes,Non-Travel,906,Research & Development,1,1210,95,2,1,Research Scientist,1,2107,20293,No,17,3,80,1,2,1,0,0,0
865,No,Travel_Rarely,1329,Sales,1,1211,61,3,2,Sales Executive,1,4115,13192,No,19,3,80,3,3,4,3,0,3
866,No,Travel_Frequently,1184,Sales,1,1212,62,3,2,Sales Executive,2,4327,25440,No,12,3,80,3,2,0,0,0,0
867,No,Travel_Frequently,1421,Research & Development,1,1215,30,3,4,Manager,1,17856,9490,No,22,4,80,1,3,2,2,2,2
868,No,Travel_Rarely,1179,Research & Development,1,1216,78,2,1,Laboratory Technician,1,3196,12449,No,12,3,80,3,2,6,5,3,3
869,No,Travel_Rarely,1450,Research & Development,1,1217,52,3,5,Research Director,2,19081,10849,No,11,3,80,1,2,4,2,0,3
870,No,Travel_Rarely,1361,Sales,1,1218,94,3,2,Sales Executive,1,8966,21026,Yes,15,3,80,3,2,7,7,1,7
871,Yes,Travel_Rarely,984,Research & Development,1,1219,97,3,1,Laboratory Technician,2,2210,3372,No,13,3,80,1,3,1,0,0,0
872,No,Travel_Frequently,1146,Sales,1,1220,82,3,2,Sales Executive,3,4539,4905,No,12,3,80,1,3,10,7,0,1
873,No,Travel_Rarely,917,Research & Development,1,1221,60,1,1,Laboratory Technician,3,2741,6865,No,14,3,80,1,4,7,7,1,7
874,No,Travel_Rarely,853,Research & Development,1,1224,49,3,2,Laboratory Technician,3,3491,11309,No,13,3,80,3,4,10,7,8,9
875,No,Travel_Rarely,200,Research & Development,1,1225,32,3,2,Research Scientist,4,4541,7744,No,25,4,80,0,3,20,11,13,17
876,No,Travel_Rarely,654,Sales,1,1226,43,4,1,Sales Representative,4,2678,5050,No,17,3,80,0,2,2,1,2,2
877,No,Travel_Rarely,150,Research & Development,1,1228,60,3,2,Manufacturing Director,4,7379,17433,No,11,3,80,1,3,6,3,1,4
878,No,Non-Travel,179,Human Resources,1,1231,79,4,2,Human Resources,1,6272,12858,No,16,3,80,1,3,4,3,0,3
879,No,Travel_Rarely,696,Sales,1,1233,52,4,2,Sales Executive,4,5220,10893,Yes,18,3,80,1,3,11,7,1,9
880,No,Travel_Frequently,116,Research & Development,1,1234,77,2,1,Laboratory Technician,2,2743,7331,No,20,4,80,1,2,2,2,2,2
881,No,Travel_Frequently,1316,Research & Development,1,1235,38,3,2,Research Scientist,3,4998,2338,Yes,14,3,80,0,2,8,7,0,7
882,No,Travel_Rarely,363,Research & Development,1,1237,77,1,3,Manufacturing Director,1,10252,4235,Yes,21,4,80,1,2,7,7,7,7
883,No,Travel_Rarely,117,Research & Development,1,1238,60,3,1,Research Scientist,4,2781,6311,No,13,3,80,1,5,14,10,4,10
884,No,Travel_Rarely,107,Sales,1,1239,84,2,2,Sales Executive,2,6852,11591,No,12,3,80,1,2,5,1,1,3
885,No,Travel_Rarely,1356,Sales,1,1240,57,3,2,Sales Executive,4,4950,20623,No,14,3,80,0,4,4,3,1,1
886,No,Travel_Rarely,1465,Research & Development,1,1241,63,3,1,Research Scientist,2,3579,9369,Yes,21,4,80,1,2,11,9,5,7
887,No,Travel_Frequently,458,Research & Development,1,1242,60,3,3,Research Director,1,13191,23281,Yes,17,3,80,0,6,1,0,0,0
888,No,Non-Travel,1212,Sales,1,1243,78,2,3,Sales Executive,4,10377,13755,Yes,11,3,80,1,6,13,2,4,12
889,No,Travel_Rarely,1103,Research & Development,1,1244,42,3,1,Research Scientist,1,2235,14377,Yes,14,3,80,2,3,9,7,6,8
890,No,Travel_Frequently,966,Research & Development,1,1245,53,3,3,Manufacturing Director,3,10502,9659,No,17,3,80,1,2,5,4,1,4
891,No,Travel_Rarely,1117,Research & Development,1,1246,72,4,1,Research Scientist,4,2011,19982,No,13,3,80,1,5,10,5,7,7
892,Yes,Non-Travel,504,Research & Development,1,1248,96,2,1,Research Scientist,2,1859,6148,Yes,25,4,80,0,2,1,1,0,0
893,No,Travel_Rarely,1010,Research & Development,1,1249,97,3,1,Research Scientist,4,3760,5598,No,15,3,80,3,5,3,2,1,2
894,No,Travel_Rarely,685,Research & Development,1,1250,85,3,4,Research Director,4,17779,23474,No,14,3,80,0,2,10,9,0,9
895,No,Travel_Rarely,1332,Research & Development,1,1251,80,3,2,Healthcare Representative,1,6833,17089,Yes,12,3,80,0,2,6,5,0,1
896,No,Travel_Rarely,1062,Research & Development,1,1252,96,2,2,Healthcare Representative,1,6812,17198,No,19,3,80,0,2,10,9,1,8
897,No,Travel_Rarely,326,Sales,1,1254,48,2,2,Sales Executive,4,5171,16490,No,17,3,80,0,2,6,1,0,5
898,No,Travel_Rarely,920,Research & Development,1,1255,96,1,5,Research Director,4,19740,18625,No,14,3,80,1,2,8,7,0,7
899,No,Travel_Rarely,1098,Research & Development,1,1256,85,2,5,Manager,3,18711,12124,No,13,3,80,1,2,1,0,0,0
900,No,Travel_Frequently,469,Research & Development,1,1257,46,3,1,Research Scientist,2,3692,9256,No,12,3,80,0,2,11,10,0,7
901,No,Travel_Rarely,969,Research & Development,1,1258,76,4,1,Laboratory Technician,2,2559,16620,No,11,3,80,0,4,1,0,0,0
902,No,Travel_Rarely,1167,Research & Development,1,1259,76,3,1,Research Scientist,3,2517,3208,No,11,3,80,3,2,5,3,0,3
903,No,Travel_Rarely,1329,Research & Development,1,1260,82,3,2,Healthcare Representative,4,6623,4204,Yes,11,3,80,2,2,6,0,1,0
904,No,Travel_Rarely,715,Research & Development,1,1263,76,2,5,Research Director,4,18265,8733,No,12,3,80,0,3,1,0,0,0
905,No,Travel_Rarely,694,Research & Development,1,1264,87,2,4,Research Director,4,16124,3423,No,14,3,80,2,2,7,7,1,7
906,No,Travel_Rarely,1320,Research & Development,1,1265,89,4,1,Research Scientist,3,2585,21643,No,17,3,80,0,5,1,0,0,0
907,No,Travel_Rarely,1099,Sales,1,1267,88,3,5,Manager,2,18213,8751,No,11,3,80,1,5,22,9,3,10
908,No,Travel_Rarely,536,Sales,1,1268,82,4,3,Sales Executive,3,8380,21708,Yes,14,3,80,2,3,9,8,0,8
909,No,Travel_Rarely,265,Research & Development,1,1269,57,4,1,Research Scientist,4,2994,21221,Yes,12,3,80,0,2,1,0,0,1
910,No,Travel_Rarely,373,Research & Development,1,1270,47,3,1,Research Scientist,3,1223,16901,No,22,4,80,1,2,1,0,0,1
911,Yes,Travel_Frequently,599,Sales,1,1273,73,1,1,Sales Representative,4,1118,8040,Yes,14,3,80,0,4,1,0,1,0
912,No,Travel_Rarely,583,Research & Development,1,1275,53,3,1,Research Scientist,4,2875,9973,Yes,20,4,80,0,2,8,5,2,2
913,Yes,Travel_Rarely,1449,Sales,1,1277,94,1,5,Manager,2,18824,2493,Yes,16,3,80,0,2,24,10,1,11
914,No,Non-Travel,177,Research & Development,1,1278,37,2,4,Healthcare Representative,2,13577,25592,Yes,15,3,80,1,3,33,9,15,0
915,Yes,Travel_Frequently,251,Research & Development,1,1279,45,2,1,Laboratory Technician,3,2625,25308,No,20,4,80,0,2,2,2,2,2
916,No,Travel_Rarely,168,Sales,1,1280,33,2,5,Manager,2,18789,9946,No,14,3,80,1,2,11,4,0,8
917,No,Travel_Rarely,131,Sales,1,1281,86,3,2,Sales Executive,1,4538,6039,Yes,12,3,80,0,3,3,2,0,2
918,No,Travel_Frequently,237,Sales,1,1282,83,3,5,Manager,2,19847,19196,Yes,24,4,80,1,5,29,10,11,10
919,No,Travel_Rarely,1429,Research & Development,1,1283,67,3,3,Manufacturing Director,4,10512,20002,No,12,3,80,0,6,9,7,5,4
920,No,Travel_Frequently,135,Research & Development,1,1285,46,3,2,Laboratory Technician,2,4444,22534,No,13,3,80,2,2,11,8,5,10
921,No,Travel_Frequently,791,Research & Development,1,1286,44,3,1,Laboratory Technician,3,2154,6842,Yes,11,3,80,0,2,4,2,0,2
922,No,Travel_Rarely,1199,Research & Development,1,1288,92,4,5,Manager,1,19190,17477,No,14,3,80,2,4,25,9,14,13
923,No,Travel_Frequently,648,Human Resources,1,1289,56,2,2,Human Resources,2,4490,21833,No,11,3,80,2,5,10,9,1,8
924,No,Travel_Rarely,735,Research & Development,1,1291,66,3,1,Research Scientist,3,3506,6020,Yes,14,3,80,0,3,3,2,2,2
925,No,Travel_Rarely,603,Research & Development,1,1292,78,4,2,Research Scientist,2,2372,5628,Yes,16,3,80,0,2,1,0,0,0
926,No,Travel_Rarely,531,Sales,1,1293,56,2,3,Sales Executive,4,10231,20364,No,14,3,80,0,3,21,7,15,17
927,No,Travel_Rarely,429,Research & Development,1,1294,53,3,2,Manufacturing Director,2,5410,2323,Yes,11,3,80,0,2,16,14,5,12
928,Yes,Travel_Rarely,621,Research & Development,1,1295,73,3,3,Healthcare Representative,4,7978,14075,No,11,3,80,1,2,10,7,0,5
929,No,Travel_Frequently,193,Research & Development,1,1296,52,2,1,Laboratory Technician,4,3867,14222,Yes,12,3,80,1,2,2,2,2,2
930,No,Travel_Frequently,968,Research & Development,1,1297,40,2,1,Laboratory Technician,3,2838,4257,No,14,3,80,0,6,7,0,7,7
931,No,Non-Travel,879,Research & Development,1,1298,72,3,2,Manufacturing Director,3,4695,12858,Yes,18,3,80,0,3,8,4,1,7
932,Yes,Travel_Rarely,806,Research & Development,1,1299,39,3,1,Laboratory Technician,3,3339,17285,Yes,13,3,80,2,2,7,7,7,7
933,No,Travel_Rarely,640,Research & Development,1,1301,84,3,1,Research Scientist,1,2080,4732,No,11,3,80,0,2,3,2,1,2
934,No,Travel_Rarely,266,Research & Development,1,1303,40,3,1,Research Scientist,2,2096,18830,No,18,3,80,0,3,2,2,2,1
935,No,Travel_Rarely,604,Sales,1,1304,56,4,2,Sales Executive,4,6209,11693,No,15,3,80,2,4,10,7,0,8
936,No,Travel_Frequently,364,Research & Development,1,1306,83,3,5,Manager,2,18061,13035,No,22,4,80,0,4,0,0,0,0
937,No,Travel_Rarely,412,Research & Development,1,1307,94,2,4,Manager,2,17123,17334,Yes,13,3,80,2,4,19,9,15,2
938,No,Travel_Rarely,848,Research & Development,1,1308,88,3,1,Research Scientist,3,2372,26076,No,12,3,80,2,3,2,2,2,2
939,Yes,Travel_Rarely,1089,Research & Development,1,1309,79,3,2,Laboratory Technician,3,4883,22845,No,18,3,80,1,3,10,4,1,1
940,Yes,Travel_Rarely,360,Research & Development,1,1310,93,3,1,Research Scientist,1,3904,22154,No,13,3,80,0,2,5,2,0,3
941,No,Travel_Rarely,1138,Research & Development,1,1311,48,2,2,Laboratory Technician,4,4627,23631,No,12,3,80,1,6,9,2,6,7
942,No,Travel_Rarely,325,Research & Development,1,1312,63,3,3,Healthcare Representative,3,7094,5747,No,12,3,80,0,0,7,7,1,7
943,No,Travel_Rarely,991,Human Resources,1,1314,44,3,1,Human Resources,1,3423,22957,No,12,3,80,0,3,7,6,5,7
944,No,Non-Travel,1476,Research & Development,1,1315,55,1,2,Laboratory Technician,4,6674,16392,No,11,3,80,3,6,9,8,7,5
945,No,Travel_Rarely,1322,Research & Development,1,1317,43,3,4,Research Director,1,16880,22422,Yes,11,3,80,0,2,3,2,1,2
946,Yes,Travel_Rarely,299,Sales,1,1318,57,2,3,Sales Executive,2,9094,17235,Yes,12,3,80,0,2,5,4,1,0
947,Yes,Travel_Rarely,1030,Sales,1,1319,64,3,3,Sales Executive,2,8446,21534,Yes,19,3,80,0,2,8,7,7,7
948,No,Travel_Rarely,634,Research & Development,1,1321,95,3,3,Manager,1,11916,25927,Yes,23,4,80,2,2,9,1,0,8
949,No,Travel_Rarely,524,Research & Development,1,1322,32,3,2,Manufacturing Director,3,4534,13352,No,11,3,80,0,6,8,7,1,7
950,No,Non-Travel,587,Sales,1,1324,57,3,3,Sales Executive,3,9852,8935,Yes,19,3,80,1,5,10,8,9,6
951,No,Non-Travel,256,Sales,1,1329,40,1,2,Sales Executive,2,6151,22074,No,13,3,80,0,4,19,2,11,9
952,Yes,Travel_Frequently,1060,Sales,1,1331,54,3,1,Sales Representative,2,2302,8319,Yes,11,3,80,0,2,3,2,2,2
953,Yes,Travel_Rarely,935,Research & Development,1,1333,89,3,1,Laboratory Technician,1,2362,14669,No,12,3,80,0,4,3,2,1,2
954,No,Non-Travel,495,Research & Development,1,1334,37,3,4,Manager,3,17861,26582,Yes,13,3,80,0,3,20,8,2,10
955,No,Travel_Rarely,282,Research & Development,1,1336,58,1,5,Manager,3,19187,6992,No,14,3,80,1,5,19,9,9,11
956,No,Travel_Rarely,206,Human Resources,1,1338,99,3,5,Manager,2,19717,4022,No,14,3,80,0,4,7,3,7,7
957,No,Non-Travel,458,Research & Development,1,1340,74,3,1,Research Scientist,3,3544,8532,No,16,3,80,1,0,4,2,0,0
958,No,Travel_Rarely,943,Research & Development,1,1344,86,3,3,Healthcare Representative,4,8500,5494,No,11,3,80,1,0,9,7,1,6
959,No,Travel_Rarely,523,Research & Development,1,1346,98,3,2,Research Scientist,4,4661,22455,No,13,3,80,0,4,9,8,8,8
960,No,Travel_Frequently,1018,Sales,1,1349,66,3,2,Sales Executive,1,4103,4297,No,17,3,80,1,2,9,3,1,7
961,No,Travel_Frequently,482,Research & Development,1,1350,87,3,2,Research Scientist,3,4249,2690,Yes,11,3,80,0,3,9,6,1,1
962,No,Travel_Rarely,770,Human Resources,1,1352,84,3,4,Manager,2,14026,17588,Yes,11,3,80,1,2,33,9,0,10
963,No,Travel_Rarely,1009,Sales,1,1355,31,3,2,Sales Executive,1,6893,19461,No,15,3,80,1,3,7,7,1,7
964,No,Travel_Rarely,507,Sales,1,1356,66,3,2,Sales Executive,1,6125,23553,No,12,3,80,0,6,10,8,9,6
965,No,Travel_Rarely,882,Research & Development,1,1358,67,3,1,Laboratory Technician,4,3669,9075,No,11,3,80,3,6,3,2,1,2
966,Yes,Travel_Rarely,601,Research & Development,1,1360,53,2,3,Manufacturing Director,1,10008,12023,Yes,14,3,80,0,0,10,9,5,9
967,No,Travel_Rarely,329,Research & Development,1,1361,88,3,1,Laboratory Technician,2,2387,6762,No,22,4,80,1,3,4,2,0,3
968,No,Travel_Frequently,607,Sales,1,1362,83,4,2,Sales Executive,1,4639,2261,No,16,3,80,1,2,15,7,6,13
969,No,Travel_Rarely,855,Research & Development,1,1363,54,3,3,Manufacturing Director,4,7898,18706,No,11,3,80,0,2,10,9,0,8
970,No,Travel_Rarely,1291,Sales,1,1364,98,4,1,Sales Representative,4,2534,6527,No,14,3,80,1,4,1,0,0,0
971,No,Travel_Rarely,1405,Research & Development,1,1367,82,2,4,Manufacturing Director,2,13142,24439,No,16,3,80,0,1,5,2,0,3
972,No,Non-Travel,1124,Research & Development,1,1368,97,3,1,Laboratory Technician,4,1611,19305,No,15,3,80,0,5,0,0,0,0
973,No,Travel_Rarely,817,Research & Development,1,1369,60,2,2,Laboratory Technician,4,5363,10846,No,12,3,80,1,0,9,7,0,0
974,No,Travel_Frequently,793,Sales,1,1371,43,1,2,Sales Executive,4,5071,20392,No,20,4,80,0,3,6,2,0,0
975,Yes,Travel_Rarely,267,Sales,1,1372,85,4,4,Sales Executive,3,13695,9277,Yes,17,3,80,0,2,19,7,3,8
976,No,Travel_Rarely,1369,Research & Development,1,1373,68,3,4,Manufacturing Director,2,13402,18235,Yes,12,3,80,1,0,19,16,15,9
977,No,Non-Travel,999,Research & Development,1,1374,92,2,1,Research Scientist,3,2029,15891,No,20,4,80,3,2,5,4,0,0
978,No,Travel_Rarely,1202,Research & Development,1,1375,89,4,2,Healthcare Representative,3,6377,13888,No,20,4,80,3,0,12,11,11,8
979,No,Travel_Rarely,285,Research & Development,1,1377,86,3,2,Laboratory Technician,3,5429,17491,No,13,3,80,2,1,8,7,7,7
980,Yes,Travel_Frequently,703,Sales,1,1379,90,2,1,Sales Representative,4,2785,11882,No,14,3,80,0,3,1,0,0,0
981,Yes,Travel_Frequently,662,Sales,1,1380,67,3,2,Sales Executive,3,4614,23288,Yes,18,3,80,1,0,4,2,3,2
982,No,Travel_Frequently,693,Research & Development,1,1382,57,4,1,Research Scientist,3,2610,15748,No,11,3,80,3,2,4,2,0,3
983,No,Travel_Rarely,404,Research & Development,1,1383,98,3,2,Healthcare Representative,4,6687,6163,No,11,3,80,0,2,14,11,4,11
984,No,Travel_Rarely,736,Sales,1,1387,48,2,2,Sales Executive,1,4724,24232,No,11,3,80,1,0,5,3,0,4
985,Yes,Travel_Rarely,330,Research & Development,1,1389,98,3,2,Manufacturing Director,3,6179,21057,Yes,15,3,80,2,3,10,2,6,7
986,No,Travel_Rarely,1498,Sales,1,1390,44,2,2,Sales Executive,4,6120,3567,Yes,12,3,80,2,2,5,4,1,4
987,No,Travel_Frequently,541,Sales,1,1391,52,3,3,Sales Executive,2,10596,15395,No,11,3,80,0,5,4,2,3,2
988,No,Travel_Frequently,1200,Research & Development,1,1392,75,3,2,Research Scientist,4,5467,13953,Yes,14,3,80,2,4,6,2,3,3
989,No,Travel_Rarely,1439,Research & Development,1,1394,54,3,1,Research Scientist,3,2996,5182,Yes,15,3,80,0,2,6,4,1,3
990,No,Travel_Frequently,1111,Sales,1,1395,61,3,2,Sales Executive,4,9998,19293,No,13,3,80,0,2,5,4,1,2
991,No,Travel_Rarely,499,Sales,1,1396,36,3,2,Sales Executive,2,4078,20497,Yes,13,3,80,3,3,3,2,1,2
992,No,Non-Travel,1485,Research & Development,1,1397,71,3,3,Healthcare Representative,3,10920,3449,No,21,4,80,1,2,6,4,0,5
993,No,Travel_Rarely,1372,Sales,1,1399,93,4,2,Sales Executive,3,6232,12477,No,11,3,80,0,3,3,2,1,2
994,No,Travel_Frequently,322,Research & Development,1,1401,59,4,4,Manufacturing Director,3,13247,9731,Yes,11,3,80,1,3,5,3,0,2
995,No,Travel_Rarely,930,Research & Development,1,1402,73,2,2,Research Scientist,3,4081,20003,Yes,14,3,80,0,3,20,7,1,8
996,No,Travel_Rarely,205,Sales,1,1403,98,2,2,Sales Executive,4,5769,7100,Yes,11,3,80,0,3,6,2,4,4
997,Yes,Travel_Rarely,135,Research & Development,1,1405,51,3,1,Research Scientist,3,2394,25681,Yes,13,3,80,0,2,8,2,7,7
998,No,Travel_Rarely,683,Research & Development,1,1407,36,2,1,Research Scientist,4,3904,4050,No,12,3,80,0,2,4,3,1,1
999,No,Travel_Rarely,1147,Human Resources,1,1408,31,3,4,Manager,1,16799,16616,No,14,3,80,1,5,20,7,0,9
1000,No,Travel_Rarely,258,Research & Development,1,1409,54,3,1,Laboratory Technician,1,2950,17363,No,13,3,80,0,2,5,4,0,4
1001,No,Travel_Rarely,1462,Research & Development,1,1411,94,3,1,Laboratory Technician,3,3629,19106,No,18,3,80,0,6,3,2,0,2
1002,No,Travel_Frequently,200,Research & Development,1,1412,60,3,3,Manufacturing Director,4,9362,19944,No,11,3,80,0,2,2,2,2,2
1003,No,Travel_Rarely,949,Research & Development,1,1415,81,3,1,Laboratory Technician,4,3229,4910,No,11,3,80,1,2,3,2,0,2
1004,No,Travel_Rarely,652,Research & Development,1,1417,100,4,1,Laboratory Technician,1,3578,23577,No,12,3,80,0,2,7,7,0,7
1005,No,Travel_Rarely,332,Human Resources,1,1419,51,2,3,Human Resources,1,7988,9769,No,13,3,80,0,3,10,9,0,9
1006,Yes,Travel_Frequently,1475,Research & Development,1,1420,97,2,2,Laboratory Technician,1,4284,22710,No,20,4,80,0,2,4,3,1,3
1007,Yes,Travel_Frequently,337,Research & Development,1,1421,84,3,3,Healthcare Representative,4,7553,22930,Yes,12,3,80,0,1,8,7,7,7
1008,No,Travel_Rarely,971,Research & Development,1,1422,54,3,4,Research Director,4,17328,5652,No,19,3,80,0,3,20,7,12,7
1009,No,Travel_Rarely,1055,Research & Development,1,1423,76,3,5,Research Director,1,19701,22456,Yes,21,4,80,1,3,9,8,1,5
1010,No,Travel_Rarely,1136,Research & Development,1,1424,81,4,4,Research Director,4,14732,12414,No,13,3,80,2,4,7,7,0,0
1011,No,Travel_Rarely,1174,Sales,1,1425,99,3,2,Sales Executive,2,9278,20763,Yes,16,3,80,0,3,5,4,0,1
1012,Yes,Travel_Frequently,667,Sales,1,1427,50,1,1,Sales Representative,3,1359,16154,No,12,3,80,0,3,1,0,0,0
1013,No,Travel_Rarely,855,Sales,1,1428,73,3,2,Sales Executive,1,4779,12761,No,14,3,80,2,3,3,2,0,2
1014,No,Travel_Rarely,182,Research & Development,1,1430,93,3,4,Research Director,2,16422,8847,No,11,3,80,0,3,3,2,1,0
1015,No,Travel_Frequently,560,Research & Development,1,1431,91,3,1,Research Scientist,1,2996,20284,No,14,3,80,2,2,4,3,1,3
1016,Yes,Travel_Rarely,202,Research & Development,1,1433,34,2,1,Research Scientist,2,1261,22262,No,12,3,80,0,3,1,0,0,0
1017,No,Travel_Rarely,1377,Research & Development,1,1434,91,3,1,Laboratory Technician,1,2099,7679,No,14,3,80,0,3,5,0,1,4
1018,No,Travel_Rarely,172,Research & Development,1,1435,37,2,2,Laboratory Technician,4,5810,22604,No,16,3,80,0,2,10,4,1,8
1019,No,Travel_Rarely,329,Sales,1,1436,98,2,2,Sales Executive,1,5647,13494,No,13,3,80,2,3,3,2,0,2
1020,No,Travel_Rarely,465,Research & Development,1,1438,74,3,1,Research Scientist,4,3420,10205,No,12,3,80,1,2,6,5,1,2
1021,Yes,Travel_Rarely,383,Sales,1,1439,68,2,1,Sales Representative,1,4400,15182,No,12,3,80,0,2,3,2,2,2
1022,No,Non-Travel,1413,Research & Development,1,1440,84,4,1,Laboratory Technician,3,3500,25470,No,14,3,80,0,2,6,5,1,3
1023,No,Travel_Rarely,1255,Research & Development,1,1441,90,3,1,Research Scientist,1,2066,10494,No,22,4,80,1,3,3,2,1,0
